timestamp,alert_level,latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,jarak_km,luas_km2,sudut_deg,radius_km,volcano_filter_Bromo,volcano_filter_Merapi,volcano_filter_Raung,volcano_filter_Semeru,volcano_filter_Slamet
12,1,-8.10805,112.92,3676,800,4.4,157.5,22,140,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,8.5,0,22,103,12.21357023,276.0689282,360,7.472073829,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,6.3,0,22,88,17.35851036,368.1146131,360,9.86900784,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,4.6,22.5,22,148,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,3.2,45,22,118,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,2.9,45,22,170,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,3.1,0,22,136,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,6.4,22.5,15,85,12.21357023,184.0459521,348.3541227,8.09344679,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,7.1,337.5,22,96,17.35851036,276.0859598,357.0361391,10.00585904,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,4.9,0,22,103,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,4.9,0,22,105,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,5,0,22,105,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,5,0,22,103,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,5,0,22,110,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,5,0,222,99,12.21357023,153.3716268,5.884160095,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,7,22.5,20,116,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.7,22.5,21,117,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,3.5,0,22,98,12.21357023,214.7202775,360,8.033116018,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,1.8,22.5,16,103,15.49454866,214.7202775,305.4493138,8.383492449,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.5,0,22,124,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,2.5,45,22,126,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,5.4,0,22,125,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.8,0,22,132,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.8,0,22,134,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,2.8,225,22,120,12.21357023,122.6973014,346.6034626,7.168994781,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,1.1,45,22,112,17.35851036,276.0859598,357.0361391,10.00585904,0,0,0,1,0
12,1,-8.10805,112.92,3676,1200,1.5,45,22,132,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,1.5,0,22,115,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,1.5,45,22,99,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.7,225,22,104,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.7,225,22,101,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,2.7,225,22,115,12.21357023,122.6973014,346.6034626,7.168994781,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,3.1,180,22,75,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,3.1,225,22,124,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,3.1,180,22,125,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,0.9,90,18,130,10.90266256,122.6973014,337.0715353,6.033385069,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,3.1,90,18,140,15.49454866,214.7202775,305.4493138,8.383492449,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,6.3,45,22,129,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,1100,6.3,45,22,122,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,6.3,45,22,118,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,6.3,0,22,99,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,3.9,225,21,67,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,3.9,225,22,86,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.1,225,22,79,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,2.1,225,22,88,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,2.1,225,22,89,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.1,225,22,99,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,2.3,90,22,140,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,3.2,67.5,20,96,16.46240889,306.7621775,360,8.371107335,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,6.4,0,22,118,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,6.4,180,22,123,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,8.5,180,22,119,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,8.5,180,22,125,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,8.5,180,22,103,12.21357023,122.6973014,346.6034626,7.168994781,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,4.6,180,22,118,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,4.6,180,22,110,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,4.6,180,22,97,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,300,4.6,180,20,78,12.21357023,184.0459521,11.64587729,8.09344679,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,5,180,22,116,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,7.4,135,22,114,15.49454866,214.7202775,305.4493138,8.383492449,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,7.4,157.5,22,135,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,10.6,22.5,23,132,17.35851036,368.1146131,360,9.86900784,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,8.2,45,22,115,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,9.7,0,22,110,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,12,0,22,122,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,12,0,22,118,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,6.1,0,22,75,15.49454866,245.3946028,314.3233234,8.698388712,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,6.1,0,21,67,15.49454866,245.3946028,314.3233234,8.698388712,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,6.1,0,22,62,15.49454866,245.3946028,314.3233234,8.698388712,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,6.1,0,22,72,15.49454866,245.3946028,314.3233234,8.698388712,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,7.7,180,22,129,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,5.4,157.5,22,155,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,5.4,157.5,22,115,15.49454866,153.3716268,320.6626414,8.187799323,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,4.2,180,22,127,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,4.2,225,22,118,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,1.7,225,22,152,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,5.2,225,22,135,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,8.7,135,22,92,12.21357023,214.7202775,24.06958329,7.075238295,0,0,0,1,0
12,1,-8.10805,112.92,3676,1100,5.4,225,22,129,15.49454866,214.7202775,305.4493138,8.383492449,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,5.4,225,22,114,15.49454866,245.3946028,314.3233234,8.698388712,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,5.4,225,22,116,15.49454866,214.7202775,305.4493138,8.383492449,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,5.4,225,22,125,15.49454866,214.7202775,305.4493138,8.383492449,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.3,225,22,162,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,0.5,225,22,128,12.21357023,122.6973014,346.6034626,7.168994781,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,6.6,225,22,130,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,6.6,225,22,129,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,7,225,22,112,19.80501978,674.8351578,355.8262662,10.79323994,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,2.4,270,22,107,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,6.4,270,22,120,19.80501978,644.1608324,351.5078474,10.92726222,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,3.6,270,22,143,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,6,225,22,182,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,9.6,0,22,108,16.46240889,184.0573065,18.03184317,8.801586566,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,7.5,225,22,121,12.21357023,214.7202775,360,8.033116018,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,3.5,225,22,126,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.2,180,22,110,17.35851036,153.3810888,329.6527208,8.560591663,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,6.9,180,22,95,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,6.9,225,22,97,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,5.5,225,22,122,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,5.5,225,22,117,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,5.5,225,22,115,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.3,225,22,156,10.90266256,122.6973014,337.0715353,6.033385069,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,1.4,202.5,22,153,5.508426168,306.7052303,223.8702685,2.862628137,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,1.8,202.5,22,124,0.216830107,766.7630758,180,0.216830107,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.4,225,22,155,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,0.5,180,21,101,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,0.5,180,22,110,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,0.5,180,22,97,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,0.4,180,22,125,17.35851036,214.7335243,341.8713804,10.02400425,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,3.3,0,22,95,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,1.7,0,22,118,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,1.7,0,22,115,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,1.7,0,22,116,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,0.9,45,22,138,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,0.9,67.5,22,148,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.9,67.5,22,122,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.9,67.5,22,131,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.9,90,22,108,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,2.6,315,22,160,10.90266256,122.6973014,337.0715353,6.033385069,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,1.1,45,22,107,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,1.1,0,22,125,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,1.1,45,22,87,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,1.1,45,22,110,10.90266256,460.1148803,0,5.48746963,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,2,0,22,113,12.21357023,122.6973014,36.32500205,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,2,0,22,94,12.21357023,153.3716268,24.28809486,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,1.4,0,22,115,12.21357023,122.6973014,36.32500205,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,1.4,0,22,89,17.35851036,184.0573065,22.78030293,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,1.4,0,22,96,17.35851036,184.0573065,22.78030293,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,1.1,0,22,107,17.35851036,184.0573065,22.78030293,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,2.4,0,22,114,12.21357023,122.6973014,13.39653738,7.168994781,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.8,315,22,140,24.57071414,368.1146131,299.7977049,12.89414293,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,3.1,225,22,77,19.80501978,276.0859598,308.2300499,10.9198093,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,3.1,225,22,75,23.31895547,306.7621775,309.1083794,12.15972392,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,3.1,225,22,89,23.31895547,337.4383953,306.6751375,12.63214288,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,3.1,225,22,102,23.31895547,306.7621775,309.1083794,12.15972392,0,0,0,1,0
12,1,-8.10805,112.92,3676,1100,0.7,225,22,99,7.978772094,92.00583933,194.2093991,4.65739288,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,0.7,0,22,101,5.508426168,306.7052303,223.8702685,2.862628137,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,0.7,0,22,123,7.978772094,92.00583933,194.2093991,4.65739288,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,1,225,22,119,7.671131386,92.01728134,258.7026692,4.465462554,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,1,225,22,89,5.342916225,306.7242711,90,2.779873166,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,1,225,22,92,5.342916225,306.7242711,90,2.779873166,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,1.1,225,22,115,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,1.1,225,22,106,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,1.1,225,21,79,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,1.1,225,22,102,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,1.1,225,22,84,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,1.8,225,22,78,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,1.8,225,22,75,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,1.8,180,22,99,7.671131386,122.6897084,290.9418039,4.684825972,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.8,225,21,125,5.508426168,306.7052303,223.8702685,2.862628137,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,5.9,0,22,89,22.65698109,582.7761151,283.6505343,11.63238212,0,0,0,1,0
12,1,-8.10805,112.92,3676,300,4.8,225,21,88,23.31895547,429.440555,292.4037164,12.1695766,0,0,0,1,0
12,1,-8.10805,112.92,3676,300,2.4,0,21,89,17.35851036,245.409742,311.6176686,9.505369688,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,2.4,0,22,110,23.31895547,306.7621775,309.1083794,12.15972392,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,2.4,0,21,94,23.31895547,306.7621775,309.1083794,12.15972392,0,0,0,1,0
12,1,-8.10805,112.92,3676,400,2.4,0,21,99,23.31895547,306.7621775,309.1083794,12.15972392,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,2.4,0,22,102,38.9694873,613.5997007,310.0913405,20.79511872,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4,225,22,172,19.80501978,214.7335243,325.94642,11.15750382,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,4,225,22,160,19.80501978,214.7335243,325.94642,11.15750382,0,0,0,1,0
12,1,-8.10805,112.92,3676,1000,4.3,225,22,135,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,900,4.3,225,22,128,12.21357023,122.6973014,323.674998,6.361111988,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,5.8,225,21,114,12.21357023,153.3716268,335.7119051,7.269422102,0,0,0,1,0
12,1,-8.10805,112.92,3676,500,5.8,270,22,120,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,800,3,225,19,103,17.35851036,184.0573065,337.2196971,8.950936812,0,0,0,1,0
12,1,-8.10805,112.92,3676,700,7.1,180,22,117,12.21357023,398.7415525,328.4987005,7.691787244,0,0,0,1,0
12,1,-8.10805,112.92,3676,600,7.1,180,22,115,12.23702436,368.0691253,311.5080354,7.417186601,0,0,0,1,0
11,1,-8.10805,112.92,3676,900,4.1,225,22,116,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,2.8,225,22,130,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,2.8,225,22,135,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,1.9,225,22,120,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,1.3,225,21,109,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,0.9,225,22,125,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,0.9,225,22,118,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,2,180,22,99,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,2,180,22,104,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,900,2.2,180,22,110,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,1.3,180,22,101,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,900,1.3,180,22,122,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,1.3,180,21,72,12.21357023,153.3716268,54.43807681,6.190574824,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,1.2,135,20,136,15.49454866,153.3716268,76.52747746,8.225592137,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,3.3,180,22,97,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,3.3,180,22,102,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,3.3,180,21,67,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,3.3,180,22,98,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,2.7,225,22,84,12.23702436,153.3621356,67.31827425,6.195265649,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,3.1,225,22,115,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,5.5,225,22,88,15.49454866,153.3716268,76.52747746,8.225592137,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,5.5,270,22,89,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,5.7,225,22,152,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,9.4,225,22,125,12.4312795,276.0347073,102.1225992,7.574822818,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,9.4,0,22,115,12.4312795,306.7052303,105.3972257,7.368183153,0,0,0,1,0
11,1,-8.10805,112.92,3676,1000,4.6,0,22,107,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,5.2,0,22,119,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,5.2,0,22,93,12.23702436,153.3621356,67.31827425,6.195265649,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,5.2,0,22,115,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,5.2,0,21,97,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,5.4,0,22,117,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,5.4,0,22,99,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,5.4,0,22,115,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,1.3,225,22,125,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,1.3,225,22,118,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,11.8,157.5,22,107,17.35633249,245.3946028,57.63448473,9.505097455,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,11.8,135,22,98,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,2000,5.2,337.5,38,1000,17.96665667,615.937254,263.8127975,10.03384681,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,0.7,157.5,22,143,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,0.7,135,22,150,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,0,225,22,142,12.23702436,153.3621356,67.31827425,6.195265649,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,2.6,180,22,112,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,2.2,0,22,122,15.49454866,153.3716268,76.52747746,8.225592137,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,1.8,45,22,148,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,400,5.8,45,22,112,12.4312795,368.0462764,112.9997134,7.444311251,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,4.5,45,22,98,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,4.5,45,22,119,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,7.3,45,21,96,15.49454866,153.3716268,76.52747746,8.225592137,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,8.1,45,22,125,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,8.7,0,22,119,15.49454866,184.0459521,61.62527984,7.745146152,0,0,0,1,0
11,1,-8.10805,112.92,3676,700,3.7,337.5,22,143,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,600,1.8,45,21,108,15.49454866,214.7202775,54.55068623,8.383492449,0,0,0,1,0
11,1,-8.10805,112.92,3676,800,2.3,45,22,131,12.23702436,122.6897084,87.95265319,6.408353005,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,0.9,225,22,155,12.23702436,153.3621356,67.31827425,6.195265649,0,0,0,1,0
11,1,-8.10805,112.92,3676,500,0.9,225,22,122,12.23702436,153.3621356,67.31827425,6.195265649,0,0,0,1,0
