volcano_filter,alert_level,latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,jarak_km,luas_km2,sudut_deg,radius_km,Bulan,Jam
Semeru,2,-8.10805,112.92,3676,400.0,3.3,180.0,22.0,97.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,600.0,3.3,180.0,22.0,102.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,400.0,3.3,180.0,21.0,67.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,600.0,3.3,180.0,22.0,98.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,500.0,2.7,225.0,22.0,84.0,12.237024358838871,153.36213556148164,67.31827424604677,6.1952656490371085,11,19
Semeru,2,-8.10805,112.92,3676,800.0,3.1,225.0,22.0,115.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,18
Semeru,2,-8.10805,112.92,3676,500.0,5.5,225.0,22.0,88.0,15.494548664354904,153.37162676804678,76.52747745948085,8.22559213685388,11,17
Semeru,2,-8.10805,112.92,3676,400.0,5.5,270.0,22.0,89.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,17
Semeru,2,-8.10805,112.92,3676,500.0,5.7,225.0,22.0,152.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,12
Semeru,2,-8.10805,112.92,3676,600.0,9.4,225.0,22.0,125.0,12.431279497761324,276.0347072824852,102.12259916605214,7.574822817784686,11,0
Semeru,2,-8.10805,112.92,3676,500.0,9.4,0.0,22.0,115.0,12.431279497761324,306.7052303138724,105.3972257221508,7.368183152784178,11,0
Semeru,2,-8.10805,112.92,3676,1000.0,4.6,0.0,22.0,107.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,22
Semeru,2,-8.10805,112.92,3676,800.0,5.2,0.0,22.0,119.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,21
Semeru,2,-8.10805,112.92,3676,500.0,5.2,0.0,22.0,93.0,12.237024358838871,153.36213556148164,67.31827424604677,6.1952656490371085,11,18
Semeru,2,-8.10805,112.92,3676,800.0,5.2,0.0,22.0,115.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,18
Semeru,2,-8.10805,112.92,3676,400.0,5.2,0.0,21.0,97.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,18
Semeru,2,-8.10805,112.92,3676,800.0,5.4,0.0,22.0,117.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,17
Semeru,2,-8.10805,112.92,3676,600.0,5.4,0.0,22.0,99.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,17
Semeru,2,-8.10805,112.92,3676,700.0,5.4,0.0,22.0,115.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,17
Semeru,2,-8.10805,112.92,3676,700.0,1.3000000000000005,225.0,22.0,125.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,22
Semeru,2,-8.10805,112.92,3676,500.0,1.3000000000000005,225.0,22.0,118.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,400.0,11.8,157.5,22.0,107.0,17.356332494463032,245.39460282887484,57.63448472941582,9.50509745455892,11,10
Semeru,2,-8.10805,112.92,3676,500.0,11.8,135.0,22.0,98.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,10
Semeru,2,-8.10805,112.92,3676,2000.0,5.2,337.5,38.0,1000.0,17.96665666709101,615.9372539980201,263.8127975480145,10.033846812137492,11,8
Semeru,2,-8.10805,112.92,3676,600.0,0.7000000000000002,157.5,22.0,143.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,23
Semeru,2,-8.10805,112.92,3676,600.0,0.7000000000000002,135.0,22.0,150.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,500.0,0.0,225.0,22.0,142.0,12.237024358838871,153.36213556148164,67.31827424604677,6.1952656490371085,11,21
Semeru,2,-8.10805,112.92,3676,800.0,2.6000000000000005,180.0,22.0,112.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,23
Semeru,2,-8.10805,112.92,3676,500.0,2.2,0.0,22.0,122.0,15.494548664354904,153.37162676804678,76.52747745948085,8.22559213685388,11,14
Semeru,2,-8.10805,112.92,3676,500.0,1.7999999999999998,45.0,22.0,148.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,22
Semeru,2,-8.10805,112.92,3676,400.0,5.8,45.0,22.0,112.0,12.431279497761324,368.04627637664686,112.99971342783162,7.444311250648511,11,0
Semeru,2,-8.10805,112.92,3676,800.0,4.5,45.0,22.0,98.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,22
Semeru,2,-8.10805,112.92,3676,700.0,4.5,45.0,22.0,119.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,22
Semeru,2,-8.10805,112.92,3676,500.0,7.3,45.0,21.0,96.0,15.494548664354904,153.37162676804678,76.52747745948085,8.22559213685388,11,16
Semeru,2,-8.10805,112.92,3676,500.0,8.1,45.0,22.0,125.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,23
Semeru,2,-8.10805,112.92,3676,500.0,8.7,0.0,22.0,119.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,12
Semeru,2,-8.10805,112.92,3676,700.0,3.7,337.5,22.0,143.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,21
Semeru,2,-8.10805,112.92,3676,600.0,1.7999999999999998,45.0,21.0,108.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,23
Semeru,2,-8.10805,112.92,3676,800.0,2.3,45.0,22.0,131.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,21
Semeru,2,-8.10805,112.92,3676,500.0,0.8999999999999995,225.0,22.0,155.0,12.237024358838871,153.36213556148164,67.31827424604677,6.1952656490371085,11,21
Semeru,2,-8.10805,112.92,3676,500.0,0.8999999999999995,225.0,22.0,122.0,12.237024358838871,153.36213556148164,67.31827424604677,6.1952656490371085,11,21
Semeru,2,-8.10805,112.92,3676,500.0,1.3000000000000005,0.0,22.0,115.0,15.494548664354904,184.0459521216561,61.62527984479468,7.745146151590074,11,13
Semeru,2,-8.10805,112.92,3676,700.0,3.0,22.5,22.0,123.0,19.788816815259747,337.4175788897029,55.39843424699978,10.703882553959962,11,0
Semeru,2,-8.10805,112.92,3676,1000.0,4.3,22.5,22.0,157.0,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332,11,23
Semeru,2,-8.10805,112.92,3676,400.0,5.8,0.0,22.0,143.0,12.237024358838871,184.0459521216561,57.075593320612455,7.198316412942238,11,21
Semeru,2,-8.10805,112.92,3676,500.0,4.7,0.0,22.0,150.0,15.494548664354904,153.37162676804678,76.52747745948085,8.22559213685388,11,14
Semeru,2,-8.10805,112.92,3676,600.0,3.5,0.0,22.0,137.0,7.978772093601114,184.02313818832343,113.91104573820552,5.415775403188763,11,23
Semeru,2,-8.10805,112.92,3676,500.0,3.2,0.0,22.0,160.0,7.671131386339246,92.01728133688896,101.29733083140933,4.465462553691876,11,21
Semeru,2,-8.10805,112.92,3676,300.0,3.2,0.0,22.0,130.0,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667,11,21
Semeru,2,-8.10805,112.92,3676,500.0,5.4,22.5,22.0,140.0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738,11,14
Semeru,2,-8.10805,112.92,3676,800.0,4.2,0.0,22.0,120.0,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625,11,9
Semeru,2,-8.10805,112.92,3676,500.0,8.8,0.0,22.0,150.0,12.237024358838871,214.72027747526548,64.19717233872018,7.742906794568976,11,8
Semeru,2,-8.10805,112.92,3676,800.0,3.0,22.5,22.0,170.0,5.508426167779602,306.705230313868,136.12973147327824,2.8626281373681906,11,0
Semeru,2,-8.10805,112.92,3676,700.0,4.0,0.0,22.0,160.0,7.671131386339246,92.01728133688896,101.29733083140933,4.465462553691876,11,14
Semeru,2,-8.10805,112.92,3676,500.0,4.3,0.0,22.0,123.0,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667,11,13
Semeru,2,-8.10805,112.92,3676,500.0,1.5,0.0,22.0,135.0,7.978772093601114,276.0347072824852,180.0,5.961442451872504,11,7
Semeru,2,-8.10805,112.92,3676,700.0,2.0,0.0,22.0,158.0,5.508426167779602,306.705230313868,223.87026852672176,2.8626281373681906,11,17
Semeru,2,-8.10805,112.92,3676,1000.0,2.0,0.0,22.0,183.0,0.2168301069567775,766.7630757847135,180.0,0.2168301069567793,11,17
Semeru,2,-8.10805,112.92,3676,500.0,2.0,0.0,22.0,157.0,5.508426167779602,306.705230313868,223.87026852672176,2.8626281373681906,11,17
Semeru,2,-8.10805,112.92,3676,1000.0,0.2999999999999998,0.0,22.0,147.0,7.978772093601114,92.00583933372718,223.7642178114219,4.568009456112498,11,16
Semeru,2,-8.10805,112.92,3676,800.0,3.6,180.0,22.0,125.0,24.76132189975276,245.33357881781228,238.24278257540635,13.897189064850206,11,23
Semeru,2,-8.10805,112.92,3676,600.0,3.6,180.0,22.0,101.0,24.76132189975276,306.66697352226527,235.9927851175964,12.796453804231742,11,23
Semeru,2,-8.10805,112.92,3676,700.0,3.6,180.0,22.0,108.0,24.76132189975276,276.0002761700388,241.8187971714219,13.576440178125846,11,23
Semeru,2,-8.10805,112.92,3676,600.0,3.6,180.0,22.0,105.0,24.76132189975276,306.66697352226527,235.9927851175964,12.796453804231742,11,23
Semeru,2,-8.10805,112.92,3676,500.0,3.6,180.0,22.0,89.0,22.760499255148485,245.34890488993915,235.05824886480747,10.396948719890036,11,23
Semeru,2,-8.10805,112.92,3676,700.0,3.6,180.0,22.0,99.0,24.76132189975276,276.0002761700388,241.8187971714219,13.576440178125846,11,23
Semeru,2,-8.10805,112.92,3676,700.0,4.3,225.0,22.0,145.0,20.02762638344435,184.0001841133592,234.26156385216223,10.6092818939834,11,21
Semeru,2,-8.10805,112.92,3676,500.0,2.0,247.5,21.0,130.0,12.431279497762713,122.67445244500442,229.12251230189383,6.533826966525052,11,20
Semeru,2,-8.10805,112.92,3676,500.0,3.0,225.0,22.0,120.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,11,15
Semeru,2,-8.10805,112.92,3676,700.0,2.8,270.0,22.0,143.0,12.237024358840278,184.0345626738303,286.5366145001395,6.99779622158632,10,13
Semeru,2,-8.10805,112.92,3676,600.0,1.7999999999999998,270.0,19.0,103.0,15.494548664356016,245.39460282894456,314.32332335076046,8.698388712438739,10,11
Semeru,2,-8.10805,112.92,3676,700.0,1.7999999999999998,0.0,22.0,135.0,12.237024358840278,214.7202774753265,295.8028276612792,7.742906794569401,10,10
Semeru,2,-8.10805,112.92,3676,400.0,2.6000000000000005,225.0,22.0,113.0,22.760499255148485,858.8279591443278,278.62145456007954,12.64681819731008,10,8
Semeru,2,-8.10805,112.92,3676,700.0,3.3,225.0,22.0,97.0,24.57071414231177,429.4139795721639,284.58078389848583,13.772645681385326,10,23
Semeru,2,-8.10805,112.92,3676,500.0,0.6000000000000001,180.0,21.0,79.0,24.57071414231177,306.7432535360936,291.7207581734798,12.606784345310812,10,22
Semeru,2,-8.10805,112.92,3676,600.0,0.6000000000000001,180.0,22.0,97.0,27.49404494471941,368.1146130595658,290.8741159573181,15.610354560446096,10,22
Semeru,2,-8.10805,112.92,3676,700.0,3.4,270.0,22.0,208.0,24.57071414231177,429.4139795721639,284.58078389848583,13.772645681385326,10,23
Semeru,2,-8.10805,112.92,3676,800.0,5.5,180.0,22.0,128.0,24.57071414231177,276.06892818248417,282.49558531333,13.44630062699957,10,22
Semeru,2,-8.10805,112.92,3676,700.0,5.5,225.0,22.0,101.0,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217,10,22
Semeru,2,-8.10805,112.92,3676,400.0,2.7,225.0,21.0,97.0,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302,10,21
Semeru,2,-8.10805,112.92,3676,700.0,3.3,180.0,22.0,121.0,19.78881681526105,214.72027747526548,295.90790681697314,10.447192533142982,10,18
Semeru,2,-8.10805,112.92,3676,600.0,3.4,225.0,22.0,118.0,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693,10,17
Semeru,2,-8.10805,112.92,3676,400.0,3.4,225.0,22.0,99.0,15.494548664356016,214.7202774753265,318.4997830179895,8.192869334381374,10,17
Semeru,2,-8.10805,112.92,3676,600.0,3.4,225.0,22.0,115.0,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693,10,17
Semeru,2,-8.10805,112.92,3676,700.0,2.3,225.0,22.0,142.0,12.237024358840278,122.68970844922018,272.0473468113568,6.408353004978977,10,15
Semeru,2,-8.10805,112.92,3676,500.0,4.8,225.0,22.0,110.0,15.494548664356016,276.0689281825626,324.0174055082228,9.08896443688642,10,11
Semeru,2,-8.10805,112.92,3676,400.0,6.1,180.0,22.0,89.0,19.805019780306363,306.7621775496382,305.58627100426133,11.56346162320428,10,22
Semeru,2,-8.10805,112.92,3676,400.0,6.1,180.0,22.0,127.0,19.805019780306363,306.7621775496382,305.58627100426133,11.56346162320428,10,22
Semeru,2,-8.10805,112.92,3676,500.0,7.1,225.0,22.0,107.0,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693,10,17
Semeru,2,-8.10805,112.92,3676,700.0,1.7000000000000002,225.0,22.0,125.0,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217,10,22
Semeru,2,-8.10805,112.92,3676,500.0,1.4,225.0,22.0,115.0,23.3189554732816,337.438395304602,306.67513745502873,12.632142882302215,10,21
Semeru,2,-8.10805,112.92,3676,500.0,2.7,225.0,22.0,117.0,19.805019780306363,276.08595979475285,316.2092800682928,9.932458831090695,10,19
Semeru,2,-8.10805,112.92,3676,700.0,3.6,225.0,22.0,130.0,12.237024358840278,214.7202774753265,295.8028276612792,7.742906794569401,10,9
Semeru,2,-8.10805,112.92,3676,700.0,1.7000000000000002,225.0,22.0,127.0,24.57071414231177,429.4139795721639,284.58078389848583,13.772645681385326,10,23
Semeru,2,-8.10805,112.92,3676,700.0,0.6000000000000001,225.0,22.0,146.0,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217,10,22
Semeru,2,-8.10805,112.92,3676,700.0,0.3999999999999999,247.5,22.0,160.0,19.78881681526105,214.72027747526548,295.90790681697314,10.447192533142982,10,19
Semeru,2,-8.10805,112.92,3676,500.0,0.3999999999999999,247.5,22.0,142.0,19.805019780306363,276.08595979475285,316.2092800682928,9.932458831090695,10,19
Semeru,2,-8.10805,112.92,3676,900.0,2.7,270.0,22.0,129.0,17.356332494464517,214.70698978607427,273.7821492895081,10.073441126418365,10,15
Semeru,2,-8.10805,112.92,3676,900.0,4.2,270.0,22.0,138.0,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376,10,12
Semeru,2,-8.10805,112.92,3676,1000.0,6.3,0.0,22.0,140.0,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376,10,10
Semeru,2,-8.10805,112.92,3676,600.0,4.9,225.0,22.0,137.0,27.49404494471941,368.1146130595658,290.8741159573181,15.610354560446096,10,22
Semeru,2,-8.10805,112.92,3676,700.0,3.2,225.0,22.0,164.0,19.78881681526105,184.0459521216561,287.9456843049445,10.152796249922163,10,20
Semeru,2,-8.10805,112.92,3676,500.0,1.3000000000000005,225.0,22.0,174.0,12.213570232467887,153.37162676804678,305.5619231853726,6.19057482376291,10,15
Semeru,2,-8.10805,112.92,3676,200.0,2.4,225.0,22.0,122.0,17.358510364564754,245.40974203978035,311.6176686227428,9.50536968832195,10,22
Semeru,2,-8.10805,112.92,3676,700.0,0.7999999999999994,270.0,22.0,123.0,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217,10,22
Semeru,2,-8.10805,112.92,3676,500.0,0.7999999999999994,247.5,22.0,118.0,24.57071414231177,306.7432535360936,291.7207581734798,12.606784345310812,10,22
Semeru,2,-8.10805,112.92,3676,800.0,2.4,270.0,22.0,115.0,24.57071414231177,337.4175788897029,279.71937864576586,14.504390468364074,10,23
Semeru,2,-8.10805,112.92,3676,400.0,3.1,225.0,22.0,127.0,19.805019780306363,306.7621775496382,305.58627100426133,11.56346162320428,10,22
Semeru,2,-8.10805,112.92,3676,600.0,0.6000000000000001,225.0,22.0,134.0,12.237024358840278,153.36213556152524,292.6817257539522,6.19526564903739,10,13
Semeru,2,-8.10805,112.92,3676,400.0,1.2000000000000002,225.0,21.0,112.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,10,12
Semeru,2,-8.10805,112.92,3676,500.0,1.9,0.0,21.0,88.0,24.57071414231177,306.7432535360936,291.7207581734798,12.606784345310812,10,22
Semeru,2,-8.10805,112.92,3676,400.0,0.2999999999999998,180.0,20.0,99.0,15.494548664356016,245.39460282894456,314.32332335076046,8.698388712438739,10,18
Semeru,2,-8.10805,112.92,3676,300.0,0.6000000000000001,180.0,20.0,65.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,10,17
Semeru,2,-8.10805,112.92,3676,400.0,0.6000000000000001,180.0,21.0,78.0,15.494548664356016,214.7202774753265,318.4997830179895,8.192869334381374,10,17
Semeru,2,-8.10805,112.92,3676,800.0,1.3000000000000005,270.0,22.0,128.0,17.356332494464517,214.72027747526548,281.61485455516043,9.927820323295345,10,16
Semeru,2,-8.10805,112.92,3676,500.0,2.1,270.0,21.0,113.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,10,14
Semeru,2,-8.10805,112.92,3676,300.0,0.2999999999999998,225.0,21.0,75.0,19.78881681526105,306.7621775496382,307.3998666060773,11.318810681630117,10,22
Semeru,2,-8.10805,112.92,3676,600.0,0.2999999999999998,180.0,22.0,115.0,27.49404494471941,368.1146130595658,290.8741159573181,15.610354560446096,10,22
Semeru,2,-8.10805,112.92,3676,700.0,0.2999999999999998,180.0,22.0,122.0,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217,10,22
Semeru,2,-8.10805,112.92,3676,700.0,0.2999999999999998,180.0,22.0,110.0,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217,10,22
Semeru,2,-8.10805,112.92,3676,500.0,3.2,225.0,22.0,112.0,15.494548664356016,337.4175788897988,325.5374119764455,9.134750945695274,10,10
Semeru,2,-8.10805,112.92,3676,800.0,4.3,225.0,22.0,121.0,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376,10,9
Semeru,2,-8.10805,112.92,3676,400.0,4.3,225.0,22.0,99.0,19.805019780306363,644.1608324258193,329.6968063710859,11.393819998223496,10,9
Semeru,2,-8.10805,112.92,3676,400.0,3.6,225.0,22.0,141.0,15.494548664356016,214.7202774753265,318.4997830179895,8.192869334381374,10,17
Semeru,2,-8.10805,112.92,3676,700.0,5.1,225.0,22.0,158.0,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376,10,14
Semeru,2,-8.10805,112.92,3676,400.0,2.7,225.0,22.0,111.0,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302,10,21
Semeru,2,-8.10805,112.92,3676,300.0,1.2000000000000002,225.0,22.0,136.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,10,15
Semeru,2,-8.10805,112.92,3676,200.0,9.4,180.0,20.0,88.0,29.76099218188649,1042.7328457822414,249.866410176406,15.963223547770085,10,1
Semeru,2,-8.10805,112.92,3676,200.0,5.9,270.0,21.0,110.0,24.76132189975276,552.0694145649703,255.15302832511225,12.832376504088622,10,0
Semeru,2,-8.10805,112.92,3676,300.0,7.1,225.0,22.0,110.0,17.358510364564754,429.4670485696156,337.78518743831256,9.986543273194238,10,10
Semeru,2,-8.10805,112.92,3676,100.0,5.0,270.0,22.0,123.0,19.805019780306363,490.8194840794211,331.90277259663293,11.060809881218136,10,10
Semeru,2,-8.10805,112.92,3676,200.0,2.5,225.0,20.0,93.0,12.213570232467887,184.0459521216561,348.354122708439,8.093446790166983,10,17
Semeru,2,-8.10805,112.92,3676,200.0,3.7,225.0,22.0,110.0,24.76132189975276,552.0694145649703,255.15302832511225,12.832376504088622,10,0
Semeru,2,-8.10805,112.92,3676,500.0,4.5,270.0,22.0,174.0,23.3189554732816,337.438395304602,306.67513745502873,12.632142882302215,10,21
Semeru,2,-8.10805,112.92,3676,500.0,8.6,225.0,22.0,110.0,34.912556403892246,1380.0013808501938,240.80629294646724,17.244594189275908,10,2
Semeru,2,-8.10805,112.92,3676,300.0,4.7,225.0,22.0,146.0,19.78881681526105,306.7621775496382,307.3998666060773,11.318810681630117,10,22
Semeru,2,-8.10805,112.92,3676,300.0,5.4,225.0,22.0,133.0,19.805019780306363,276.08595979467435,308.2300499233825,10.919809304175365,10,21
Semeru,2,-8.10805,112.92,3676,300.0,11.3,225.0,22.0,106.0,19.805019780306363,644.1608324258193,311.2603798580385,11.445638033635944,10,9
Semeru,2,-8.10805,112.92,3676,400.0,13.3,225.0,22.0,111.0,37.03014238937604,1319.0773634634445,292.1755983777563,16.138024615689737,10,7
Semeru,2,-8.10805,112.92,3676,500.0,12.1,225.0,22.0,122.0,45.36822351835609,1686.7737211182716,253.42796625674288,19.79226489142409,10,3
Semeru,2,-8.10805,112.92,3676,700.0,11.3,225.0,22.0,139.0,28.11881987858083,1012.0010126234754,244.4380678419996,15.857186410861065,10,1
Semeru,2,-8.10805,112.92,3676,500.0,10.1,225.0,22.0,122.0,24.76132189975276,552.0350360023631,252.54350797108685,13.194773535112816,10,0
Semeru,2,-8.10805,112.92,3676,600.0,7.2,180.0,22.0,94.0,27.49404494471941,368.1146130595658,290.8741159573181,15.610354560446096,10,22
Semeru,2,-8.10805,112.92,3676,400.0,7.2,180.0,22.0,92.0,19.805019780306363,306.7621775496382,305.58627100426133,11.56346162320428,10,22
Semeru,2,-8.10805,112.92,3676,500.0,7.2,180.0,22.0,89.0,24.57071414231177,306.7432535360936,291.7207581734798,12.606784345310812,10,22
Semeru,2,-8.10805,112.92,3676,300.0,4.7,225.0,20.0,62.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,10,17
Semeru,2,-8.10805,112.92,3676,300.0,4.7,225.0,20.0,58.0,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802,10,17
Semeru,2,-8.10805,112.92,3676,500.0,4.7,225.0,22.0,115.0,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693,10,17
Semeru,2,-8.10805,112.92,3676,500.0,9.3,225.0,22.0,128.0,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666,10,14
Semeru,2,-8.10805,112.92,3676,300.0,7.0,225.0,22.0,123.0,7.671131386339246,122.68970844918528,0.0,5.225502276226579,10,13
Semeru,2,-8.10805,112.92,3676,400.0,7.6,180.0,21.0,72.0,16.462408889726973,368.1146130596705,330.1179333016481,9.186627102307224,10,10
Semeru,2,-8.10805,112.92,3676,400.0,6.7,180.0,20.0,65.0,19.805019780306363,644.1608324258193,329.6968063710859,11.393819998223496,10,9
Semeru,2,-8.10805,112.92,3676,400.0,4.7,225.0,20.0,65.0,35.62722476726023,1840.001841133592,250.98783734090915,18.634065932275867,10,5
Semeru,2,-8.10805,112.92,3676,300.0,4.7,225.0,20.0,63.0,35.33260208376363,1901.216096791671,247.62720553790624,18.31534051372577,10,5
Semeru,2,-8.10805,112.92,3676,500.0,3.1,225.0,22.0,124.0,29.76099218188649,889.3342232145694,240.0948596027657,15.71221953333905,10,1
Semeru,2,-8.10805,112.92,3676,500.0,3.9,225.0,22.0,128.0,23.3189554732816,337.438395304602,304.6774291517859,12.055244390471897,10,23
Semeru,2,-8.10805,112.92,3676,600.0,2.3,180.0,22.0,92.0,23.3189554732816,306.7621775496382,309.1083794274716,12.159723921085988,10,22
Semeru,2,-8.10805,112.92,3676,400.0,2.3,180.0,22.0,85.0,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302,10,22
Semeru,2,-8.10805,112.92,3676,300.0,2.3,225.0,22.0,89.0,19.805019780306363,276.08595979475285,313.8572509891601,10.649775254097996,10,22
Semeru,2,-8.10805,112.92,3676,300.0,4.5,270.0,21.0,67.0,12.213570232467887,184.0459521216561,333.59297424952194,6.975922779385601,10,17
Semeru,2,-8.10805,112.92,3676,400.0,2.2,225.0,22.0,138.0,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302,10,21
Semeru,2,-8.10805,112.92,3676,400.0,2.2,270.0,22.0,122.0,19.805019780306363,306.7621775496382,312.4614915984068,11.563679410214302,10,21
Semeru,2,-8.10805,112.92,3676,100.0,1.9,270.0,22.0,152.0,12.213570232467887,276.06892818248417,360.0,7.472073829211148,10,16
Semeru,2,-8.10805,112.92,3676,500.0,7.0,225.0,22.0,118.0,45.36822351835609,1686.7737211182716,253.42796625674288,19.79226489142409,10,3
Semeru,2,-8.10805,112.92,3676,300.0,6.4,225.0,22.0,115.0,33.456371774323614,1380.0875900059075,244.9560073335576,17.548522249577072,10,2
Semeru,2,-8.10805,112.92,3676,200.0,5.6,225.0,22.0,118.0,29.76099218188649,1042.7328457822414,249.866410176406,15.963223547770085,10,1
Semeru,2,-8.10805,112.92,3676,300.0,3.6,225.0,22.0,120.0,22.760499255148485,521.3664228911207,253.3216452691463,12.514388337192816,10,0
Semeru,2,-8.10805,112.92,3676,100.0,1.3000000000000005,270.0,22.0,132.0,12.431279497762713,306.7242711230613,268.72984980223777,7.907606791756559,10,22
Semeru,2,-8.10805,112.92,3676,500.0,8.5,225.0,22.0,112.0,34.78196220061207,1380.4297989734207,304.876946844271,17.57878012335878,10,3
Semeru,2,-8.10805,112.92,3676,500.0,7.6,225.0,22.0,118.0,32.14950655266692,1135.0898596920197,312.13867078744386,17.34801695345302,10,2
Semeru,2,-8.10805,112.92,3676,500.0,6.2,225.0,22.0,115.0,38.96948729792477,1073.7994762724963,316.2120869539049,21.11046684487337,10,1
Semeru,2,-8.10805,112.92,3676,300.0,6.2,225.0,22.0,100.0,34.78196220061207,981.7595211634252,322.750657833456,18.486745706018443,10,1
Semeru,2,-8.10805,112.92,3676,500.0,3.3,225.0,22.0,115.0,35.29577131494857,521.5597456180697,316.34830383843763,18.65812824093397,10,23
Semeru,2,-8.10805,112.92,3676,300.0,3.3,225.0,22.0,110.0,27.52765006151073,398.8153561079927,317.92399707365115,13.645081707264184,10,23
Semeru,2,-8.10805,112.92,3676,700.0,7.9,225.0,22.0,115.0,35.252553388016295,3067.583974190747,320.6267406730248,16.59673276651896,10,6
Semeru,2,-8.10805,112.92,3676,600.0,7.699999999999999,225.0,23.0,106.0,34.92336039463865,1594.966209839409,302.44467211390946,16.295194959945576,10,3
Semeru,2,-8.10805,112.92,3676,400.0,5.0,225.0,21.0,98.0,19.805019780306363,582.812181718764,334.0269331423001,10.458381926104076,10,0
Semeru,2,-8.10805,112.92,3676,700.0,3.2,225.0,22.0,120.0,39.265628387706286,1471.9092362257572,232.3991924084796,19.059876492912007,10,2
Semeru,2,-8.10805,112.92,3676,600.0,4.0,225.0,22.0,129.0,35.51446784494608,1042.667709975702,239.2180312981052,17.949851249726155,10,1
Semeru,2,-8.10805,112.92,3676,600.0,3.1,225.0,22.0,119.0,29.76099218188649,582.6672496922833,238.77439419469928,16.23333591510815,10,0
