volcano_filter,alert_level,latitude,longitude,elevation,tinggi_letusan_m,kec_angin_km_jam,arah_angin_deg,amplitudo,duration,Bulan,Jam,jarak_km,luas_km2,sudut_deg,radius_km
Semeru,2,-8.10805,112.92,3676,1000.0,6.4,180.0,22.0,123.0,12,22,15.494548664356016,153.37162676809035,320.66264137359383,8.187799323078194
Semeru,2,-8.10805,112.92,3676,500.0,1.7999999999999998,225.0,22.0,115.0,5,23,32.073123865856594,613.5620863199888,304.83132318800847,18.119694573366736
Bromo,2,-7.941944444,112.95,2329,8325.0,7.1,240.0,9.0,124.0,12,2,22.02277302096738,766.8959935477438,180.0,10.989765279689204
Semeru,2,-8.10805,112.92,3676,800.0,11.2,270.0,22.0,140.0,7,10,17.492757114355847,245.3641842510979,251.43615422175768,10.423679088730555
Semeru,2,-8.10805,112.92,3676,900.0,5.9,67.5,22.0,152.0,12,11,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Semeru,2,-8.10805,112.92,3676,1000.0,3.1,225.0,22.0,111.0,3,14,19.78881681526105,184.0459521216561,282.2013135723082,10.463093554940246
Semeru,2,-8.10805,112.92,3676,700.0,5.4,22.5,22.0,128.0,1,12,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Raung,2,-8.125,114.0419444,3332,11221.0,3.6,90.0,9.0,124.0,2,23,103.29164202248576,2762.6150793599154,318.16071662188034,57.64997445688421
Semeru,2,-8.10805,112.92,3676,300.0,4.3,0.0,22.0,88.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,2.6000000000000005,270.0,22.0,154.0,1,22,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,1000.0,0.6000000000000001,0.0,22.0,118.0,2,0,60.78475186555029,1196.2246573795994,87.10837725279083,32.60807552743399
Semeru,2,-8.10805,112.92,3676,900.0,9.7,45.0,22.0,108.0,12,8,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,500.0,3.5,0.0,22.0,98.0,12,10,12.213570232467887,214.72027747526548,360.0,8.033116018191592
Bromo,2,-7.941944444,112.95,2329,9605.0,3.2,135.0,9.0,124.0,4,0,43.03107271685472,368.0873540703826,235.98210632509245,19.758118842955376
Semeru,2,-8.10805,112.92,3676,500.0,3.1,247.5,20.0,115.0,9,22,19.805019780306363,276.08595979475285,323.2986257600728,10.50151283172675
Semeru,2,-8.10805,112.92,3676,200.0,3.6,0.0,22.0,102.0,3,22,15.494548664356016,276.0689281825626,307.52890976274693,8.955284309315653
Semeru,2,-8.10805,112.92,3676,900.0,6.3,292.5,22.0,125.0,4,22,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,700.0,7.9,225.0,22.0,115.0,10,6,35.252553388016295,3067.583974190747,320.6267406730248,16.59673276651896
Semeru,2,-8.10805,112.92,3676,800.0,6.4,0.0,22.0,118.0,12,22,15.494548664356016,153.37162676809035,320.66264137359383,8.187799323078194
Semeru,2,-8.10805,112.92,3676,800.0,8.4,315.0,22.0,163.0,4,22,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,200.0,2.5,225.0,20.0,93.0,10,17,12.213570232467887,184.0459521216561,348.354122708439,8.093446790166983
Semeru,2,-8.10805,112.92,3676,500.0,11.1,0.0,22.0,118.0,9,1,22.01769522279153,766.8106778074355,268.3457752633509,11.92947454121644
Semeru,2,-8.10805,112.92,3676,1000.0,1.5,22.5,22.0,115.0,12,21,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Bromo,1,-7.941944444,112.95,2329,9285.0,4.3,114.0,8.0,124.0,10,1,102.5994213129188,1441.0448014495942,227.52231571313,63.26288682551384
Semeru,2,-8.10805,112.92,3676,400.0,10.8,135.0,20.0,117.0,1,16,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,4.4,315.0,23.0,125.0,4,21,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Bromo,2,-7.941944444,112.95,2329,8645.0,6.1,45.0,9.0,124.0,4,4,27.52736533366064,245.4067179352641,218.947322288668,13.949546015770768
Semeru,2,-8.10805,112.92,3676,700.0,0.9999999999999996,225.0,22.0,118.0,4,14,5.34291622527104,306.7242711229807,90.0,2.7798731661139087
Semeru,2,-8.10805,112.92,3676,500.0,5.5,180.0,22.0,115.0,9,23,19.805019780306363,306.7621775497254,319.62138267033066,10.675063984438102
Semeru,2,-8.10805,112.92,3676,1000.0,4.8,0.0,22.0,125.0,2,12,38.90015821572525,429.41397957214855,88.3756776359964,21.92767605162017
Semeru,2,-8.10805,112.92,3676,400.0,0.7000000000000002,270.0,22.0,87.0,6,0,27.52765006151073,490.8496690559911,318.7583007999491,14.342526023780666
Semeru,2,-8.10805,112.92,3676,700.0,3.3,247.5,22.0,150.0,4,23,12.237024358838871,429.4139795721639,42.568762400969234,8.016447038032545
Semeru,2,-8.10805,112.92,3676,500.0,8.6,225.0,22.0,110.0,10,2,34.912556403892246,1380.0013808501938,240.80629294646724,17.244594189275908
Semeru,2,-8.10805,112.92,3676,700.0,2.2,157.5,21.0,113.0,12,0,16.462408889726973,306.7621775496382,360.0,8.371107335262732
Semeru,2,-8.10805,112.92,3676,800.0,8.1,0.0,22.0,165.0,4,3,28.12606762617456,1165.6449321543823,55.66311510655271,14.063675384959106
Bromo,1,-7.941944444,112.95,2329,9605.0,3.7,101.0,9.0,124.0,5,5,74.2352942625202,797.3241509945638,233.271717816946,41.81932338669948
Semeru,2,-8.10805,112.92,3676,1000.0,5.8,225.0,22.0,127.0,3,1,24.76132189975276,674.7094884473087,254.8301697205776,13.854030721210156
Semeru,2,-8.10805,112.92,3676,1000.0,8.9,0.0,22.0,122.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,6.0,0.0,22.0,124.0,2,23,82.7590470436518,1870.78539978572,96.20470861167786,43.85337477440039
Semeru,2,-8.10805,112.92,3676,700.0,10.0,0.0,22.0,147.0,9,0,19.78881681526105,521.4312609090562,271.58576924840185,10.618854307562929
Semeru,2,-8.10805,112.92,3676,900.0,2.9,202.5,22.0,102.0,8,22,23.3189554732816,306.7621775496382,309.1083794274716,12.159723921085988
Semeru,2,-8.10805,112.92,3676,500.0,5.0,225.0,22.0,118.0,4,0,12.601602777969266,552.0694145651271,133.32081859397852,8.8887747338573
Semeru,2,-8.10805,112.92,3676,400.0,0.6000000000000001,225.0,19.0,75.0,12,22,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,900.0,2.8,180.0,22.0,95.0,5,20,35.252553388016295,398.8153561079927,303.7404136528024,19.81016049598714
Semeru,2,-8.10805,112.92,3676,300.0,7.1,225.0,22.0,110.0,10,10,17.358510364564754,429.4670485696156,337.78518743831256,9.986543273194238
Semeru,2,-8.10805,112.92,3676,400.0,6.1,0.0,22.0,75.0,12,23,15.494548664356016,245.39460282894456,314.32332335076046,8.698388712438739
Semeru,2,-8.10805,112.92,3676,400.0,0.7999999999999994,45.0,22.0,119.0,3,15,12.237024358840278,153.36213556152524,292.6817257539522,6.19526564903739
Semeru,2,-8.10805,112.92,3676,500.0,1.4,225.0,22.0,102.0,4,23,12.213570232467887,337.39669823527163,16.19274886425842,7.364001181426023
Semeru,2,-8.10805,112.92,3676,600.0,3.5,0.0,22.0,137.0,11,23,7.978772093601114,184.02313818832343,113.91104573820552,5.415775403188763
Semeru,2,-8.10805,112.92,3676,700.0,2.9,45.0,22.0,149.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,700.0,3.6,202.5,22.0,102.0,3,8,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693
Raung,2,-8.125,114.0419444,3332,1000.0,3.7,225.0,4.0,124.0,7,18,22.236879045945948,766.743994100417,284.6411924975977,11.309709553702708
Semeru,2,-8.10805,112.92,3676,700.0,10.4,0.0,22.0,123.0,2,1,50.72899379404356,1165.552230267302,87.82452243022072,26.285791360278488
Semeru,2,-8.10805,112.92,3676,600.0,3.8,225.0,22.0,94.0,5,8,17.358510364564754,337.438395304698,320.52430963944164,9.602472775885898
Semeru,2,-8.10805,112.92,3676,1000.0,13.3,225.0,22.0,158.0,7,0,19.78881681526105,429.4139795721639,270.61382480165696,11.058553909622937
Semeru,2,-8.10805,112.92,3676,800.0,5.3,90.0,22.0,120.0,2,22,44.40782229602733,644.080983659132,95.20187225539814,25.546527223777204
Semeru,2,-8.10805,112.92,3676,1000.0,13.7,22.5,23.0,133.0,2,0,60.78475186555029,1196.2246573795994,87.10837725279083,32.60807552743399
Semeru,2,-8.10805,112.92,3676,500.0,0.9999999999999996,0.0,22.0,109.0,8,14,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,900.0,6.8,45.0,22.0,138.0,1,10,19.788816815259747,184.0459521216561,77.7986864276904,10.463093554939547
Semeru,2,-8.10805,112.92,3676,800.0,8.4,0.0,22.0,121.0,1,8,17.358510364564754,184.0573065297829,11.30668852947963,10.416149729414414
Semeru,2,-8.10805,112.92,3676,500.0,2.3,157.5,22.0,125.0,2,15,12.431279497761324,153.34306555621197,122.168616097019,7.429151390085646
Semeru,2,-8.10805,112.92,3676,500.0,4.8,247.5,22.0,114.0,3,23,17.356332494464517,276.06892818248417,297.4616646630379,9.67235874675626
Semeru,2,-8.10805,112.92,3676,700.0,4.8,225.0,22.0,164.0,9,19,12.213570232467887,153.37162676804678,305.5619231853726,6.19057482376291
Semeru,2,-8.10805,112.92,3676,900.0,1.5,225.0,22.0,110.0,5,16,5.508426167779602,306.705230313868,223.87026852672176,2.8626281373681906
Bromo,1,-7.941944444,112.95,2329,9285.0,5.9,11.0,9.0,124.0,7,2,145.92475089067852,1749.5838872993568,279.7684687707374,84.41091521462675
Semeru,2,-8.10805,112.92,3676,600.0,1.0999999999999996,0.0,22.0,107.0,12,15,17.358510364564754,184.0573065297829,22.78030293491281,8.950936812183128
Semeru,2,-8.10805,112.92,3676,700.0,3.6,180.0,22.0,121.0,3,10,12.237024358840278,153.36213556152524,271.1678272182759,7.328772220849376
Semeru,2,-8.10805,112.92,3676,1000.0,8.5,0.0,22.0,137.0,2,22,7.978772093601114,122.67445244496956,148.56736113210312,4.870151201880573
Semeru,2,-8.10805,112.92,3676,800.0,2.4,225.0,22.0,125.0,4,17,5.508426167779602,306.705230313868,136.12973147327824,2.8626281373681906
Semeru,2,-8.10805,112.92,3676,1000.0,5.1,157.5,22.0,138.0,8,2,22.01769522279153,828.1555320320304,293.24089976321943,11.897884309505873
Semeru,2,-8.10805,112.92,3676,700.0,1.5,180.0,22.0,123.0,4,15,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,600.0,10.2,90.0,23.0,138.0,1,16,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,600.0,2.3,180.0,22.0,92.0,10,22,23.3189554732816,306.7621775496382,309.1083794274716,12.159723921085988
Semeru,2,-8.10805,112.92,3676,400.0,4.7,225.0,22.0,99.0,5,2,28.03630333835644,1012.1900947058148,281.2859138789435,13.952348990219294
Semeru,2,-8.10805,112.92,3676,500.0,5.5,225.0,22.0,88.0,11,17,15.494548664354904,153.37162676804678,76.52747745948085,8.22559213685388
Semeru,2,-8.10805,112.92,3676,500.0,10.3,247.5,21.0,124.0,9,9,15.494548664356016,460.086406684592,316.71754019521507,8.514987146454308
Semeru,2,-8.10805,112.92,3676,800.0,1.7000000000000002,0.0,22.0,124.0,4,13,5.508426167779602,306.705230313868,136.12973147327824,2.8626281373681906
Raung,2,-8.125,114.0419444,3332,1000.0,3.8,135.0,4.0,124.0,6,21,12.780868492280144,122.68666472265454,307.5172120057565,6.873568976606247
Raung,2,-8.125,114.0419444,3332,600.0,4.0,247.5,3.0,124.0,6,22,17.80995215487662,214.70166326464545,294.474510661497,10.46788119926387
Semeru,2,-8.10805,112.92,3676,800.0,4.5,45.0,15.0,103.0,12,0,17.358510364564754,276.08595979467435,357.03613908641535,10.005859042403651
Bromo,2,-7.941944444,112.95,2329,8645.0,3.2,117.0,9.0,124.0,3,0,38.96600368928141,398.7613002429145,222.9054925174944,20.32966871323359
Semeru,2,-8.10805,112.92,3676,900.0,2.3,0.0,22.0,128.0,1,16,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,600.0,3.8,225.0,22.0,143.0,10,12,24.76132189975276,367.9773090564393,234.9615264897685,13.428459852245965
Semeru,2,-8.10805,112.92,3676,600.0,4.3,247.5,22.0,121.0,4,0,12.601602777969266,582.7399375965231,152.3096710668096,9.075222353010217
Semeru,2,-8.10805,112.92,3676,900.0,2.7,270.0,22.0,129.0,10,15,17.356332494464517,214.70698978607427,273.7821492895081,10.073441126418365
Semeru,2,-8.10805,112.92,3676,800.0,13.5,45.0,22.0,93.0,1,10,17.358510364564754,184.0573065297829,11.30668852947963,10.416149729414414
Semeru,2,-8.10805,112.92,3676,1000.0,1.2000000000000002,180.0,22.0,125.0,3,19,12.237024358840278,122.68970844922018,272.0473468113568,6.408353004978977
Semeru,2,-8.10805,112.92,3676,700.0,11.6,90.0,21.0,103.0,1,1,12.213570232467887,153.37162676804678,54.43807681462738,6.190574823762911
Semeru,2,-8.10805,112.92,3676,400.0,4.3,225.0,22.0,99.0,10,9,19.805019780306363,644.1608324258193,329.6968063710859,11.393819998223496
Semeru,2,-8.10805,112.92,3676,500.0,2.7,157.5,22.0,135.0,2,16,15.800788837819136,214.6668814655857,142.5776149134907,8.616325131581716
Semeru,2,-8.10805,112.92,3676,800.0,3.2,337.5,23.0,134.0,3,13,15.494548664356016,153.37162676809035,283.4725225405174,8.225592136854385
Semeru,2,-8.10805,112.92,3676,700.0,10.1,225.0,21.0,119.0,9,9,12.213570232467887,337.39669823527163,16.19274886425842,7.364001181426023
Raung,2,-8.125,114.0419444,3332,500.0,0.6000000000000001,202.5,3.0,124.0,7,19,12.780868492280144,153.35833090331818,300.306732997592,7.746004604195605
Semeru,2,-8.10805,112.92,3676,700.0,1.3000000000000005,45.0,23.0,123.0,4,15,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,1000.0,3.6,180.0,22.0,126.0,3,22,17.356332494464517,184.034562673778,266.1266093174148,10.473826083098215
Semeru,2,-8.10805,112.92,3676,700.0,2.1,225.0,22.0,99.0,12,17,17.358510364564754,184.0573065297829,337.2196970650872,8.950936812183128
Semeru,2,-8.10805,112.92,3676,1000.0,5.5,112.5,23.0,122.0,12,18,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Semeru,2,-8.10805,112.92,3676,500.0,3.3,225.0,22.0,136.0,4,18,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Merapi,0,-7.54194,110.44194,2968,11130.0,2.6000000000000005,45.0,52.0,152.0,6,13,129.1411339975616,4112.068519058134,238.8997410500604,61.70051083663899
Semeru,2,-8.10805,112.92,3676,1000.0,4.2,225.0,22.0,165.0,1,19,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,1000.0,3.6,270.0,22.0,143.0,12,21,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Semeru,2,-8.10805,112.92,3676,400.0,7.1,0.0,19.0,67.0,1,1,28.03630333835644,889.6103148939824,53.091317418591416,15.50002531999482
Semeru,2,-8.10805,112.92,3676,800.0,0.9999999999999996,45.0,22.0,126.0,2,22,12.601602777969266,153.33348676113263,149.87374414547003,6.416441517098311
Semeru,2,-8.10805,112.92,3676,900.0,6.8,112.5,22.0,114.0,1,0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738
Semeru,2,-8.10805,112.92,3676,1200.0,5.7,225.0,22.0,133.0,1,9,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625
Semeru,2,-8.10805,112.92,3676,700.0,0.2999999999999998,180.0,22.0,110.0,10,22,24.57071414231177,306.7432535360936,286.1739141914819,13.651125430735217
Semeru,2,-8.10805,112.92,3676,500.0,6.2,0.0,21.0,113.0,1,22,7.671131386339246,92.01728133688896,314.1430706643596,4.410292572855688
Semeru,2,-8.10805,112.92,3676,500.0,0.8999999999999995,225.0,22.0,122.0,11,21,12.237024358838871,153.36213556148164,67.31827424604677,6.1952656490371085
Semeru,2,-8.10805,112.92,3676,800.0,5.4,157.5,22.0,155.0,12,22,15.494548664356016,153.37162676809035,320.66264137359383,8.187799323078194
Semeru,2,-8.10805,112.92,3676,500.0,5.1,270.0,22.0,113.0,12,0,17.358510364564754,368.1146130595658,360.0,9.8690078401464
Raung,2,-8.125,114.0419444,3332,600.0,10.4,45.0,2.0,124.0,6,5,28.401880768316733,1472.410041648705,350.52292492990387,15.42909037960278
Bromo,2,-7.941944444,112.95,2329,11525.0,1.9,202.0,9.0,124.0,3,10,78.40220085330911,1011.9883454931004,237.76617121688724,43.205997953513794
Semeru,2,-8.10805,112.92,3676,300.0,5.6,225.0,20.0,65.0,7,11,15.494548664356016,245.39460282894456,314.32332335076046,8.698388712438739
Semeru,2,-8.10805,112.92,3676,700.0,7.1,180.0,22.0,117.0,12,0,12.213570232467887,398.7415524599797,328.4987005235203,7.691787244124487
Semeru,2,-8.10805,112.92,3676,700.0,0.3999999999999999,45.0,21.0,105.0,12,23,15.494548664356016,245.39460282894456,314.32332335076046,8.698388712438739
Semeru,2,-8.10805,112.92,3676,500.0,6.0,22.5,22.0,102.0,1,1,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,500.0,4.7,0.0,22.0,150.0,11,14,15.494548664354904,153.37162676804678,76.52747745948085,8.22559213685388
Semeru,2,-8.10805,112.92,3676,400.0,6.1,180.0,22.0,103.0,2,17,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728
Semeru,2,-8.10805,112.92,3676,1000.0,1.6,112.5,22.0,117.0,4,2,22.69991210349251,1042.927062022755,65.56581378491518,12.68932178718586
Semeru,2,-8.10805,112.92,3676,700.0,9.7,225.0,22.0,125.0,1,23,7.671131386339246,153.3526151569362,258.70266916859066,4.903176065106292
Semeru,2,-8.10805,112.92,3676,600.0,1.7999999999999998,45.0,21.0,108.0,11,23,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332
Semeru,2,-8.10805,112.92,3676,500.0,6.1,225.0,22.0,120.0,3,21,12.237024358840278,184.0459521217084,302.9244066793867,7.198316412942472
Semeru,2,-8.10805,112.92,3676,500.0,2.8,225.0,21.0,109.0,12,12,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,900.0,4.0,247.5,22.0,156.0,1,12,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,1000.0,7.2,0.0,22.0,125.0,1,13,12.213570232467887,184.0459521216561,319.63053967521046,6.975922779385601
Semeru,2,-8.10805,112.92,3676,900.0,3.1,90.0,23.0,122.0,1,22,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,800.0,12.8,90.0,21.0,106.0,8,3,24.62149621199832,1012.252736669145,308.086823974466,13.398648384562769
Semeru,2,-8.10805,112.92,3676,400.0,6.0,45.0,22.0,123.0,3,22,12.237024358840278,184.0459521217084,302.9244066793867,7.198316412942472
Raung,2,-8.125,114.0419444,3332,400.0,4.3,180.0,3.0,124.0,7,13,18.15930552338353,245.4036919619212,322.85189704656347,10.121113712068274
Semeru,2,-8.10805,112.92,3676,800.0,5.8,0.0,22.0,107.0,1,22,7.978772093601114,92.00583933372718,165.7906008700023,4.657392879914229
Semeru,2,-8.10805,112.92,3676,900.0,5.8,270.0,22.0,154.0,12,9,10.902662557499054,460.1148803041664,0.0,5.487469629908958
Semeru,2,-8.10805,112.92,3676,900.0,8.3,22.5,22.0,123.0,8,22,23.3189554732816,306.7621775496382,309.1083794274716,12.159723921085988
Semeru,2,-8.10805,112.92,3676,1000.0,8.9,0.0,22.0,121.0,1,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,500.0,0.8999999999999995,0.0,22.0,118.0,1,12,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,400.0,2.0,180.0,22.0,99.0,11,22,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332
Semeru,2,-8.10805,112.92,3676,700.0,10.0,270.0,22.0,191.0,6,4,28.03630333835644,1042.991403668807,323.4147906736065,15.367853533633188
Semeru,2,-8.10805,112.92,3676,800.0,3.8,180.0,22.0,139.0,1,13,12.213570232467887,184.0459521216561,319.63053967521046,6.975922779385601
Semeru,2,-8.10805,112.92,3676,500.0,0.9999999999999996,225.0,21.0,99.0,1,0,17.356332494463032,214.70698978607427,86.21785071049123,10.073441126417505
Semeru,2,-8.10805,112.92,3676,600.0,1.5,0.0,22.0,133.0,12,0,17.358510364564754,398.790830814643,353.0980116208579,10.051162956969009
Semeru,2,-8.10805,112.92,3676,1000.0,1.7999999999999998,135.0,22.0,265.0,12,21,12.213570232467887,122.69730141443742,323.6749979521214,6.361111987758738
Semeru,2,-8.10805,112.92,3676,800.0,1.3000000000000005,225.0,21.0,109.0,11,23,15.494548664354904,214.72027747526548,54.55068623090921,8.383492448858332
Semeru,2,-8.10805,112.92,3676,500.0,0.6000000000000001,225.0,21.0,110.0,2,13,16.51389428621559,184.02313818832343,102.95849610365676,9.652983916980263
Semeru,2,-8.10805,112.92,3676,800.0,7.0,0.0,22.0,110.0,4,20,7.671131386339246,122.68970844918528,69.05819614109845,4.684825971586667
Semeru,2,-8.10805,112.92,3676,600.0,2.3,225.0,21.0,96.0,6,17,31.143961434608883,521.5277733719905,320.79236289563283,16.300469039734587
Semeru,2,-8.10805,112.92,3676,1000.0,4.2,180.0,22.0,110.0,12,15,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Raung,2,-8.125,114.0419444,3332,400.0,3.8,180.0,3.0,124.0,6,19,20.56774794853012,276.07915345716134,315.5837925326548,10.512566581805093
Semeru,2,-8.10805,112.92,3676,600.0,7.5,225.0,17.0,125.0,12,16,17.358510364564754,214.73352428474672,341.8713804109474,10.024004251832247
Semeru,2,-8.10805,112.92,3676,400.0,3.1,247.5,21.0,75.0,6,18,27.52765006151073,705.5963992679872,325.1479017194543,15.804707691575691
Semeru,2,-8.10805,112.92,3676,900.0,2.8,112.5,22.0,135.0,2,23,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728
Raung,2,-8.125,114.0419444,3332,11541.0,2.6000000000000005,90.0,9.0,124.0,2,12,105.30754341472296,785.0412346050922,268.49482057973216,57.57336800377662
Semeru,2,-8.10805,112.92,3676,700.0,4.3,225.0,22.0,145.0,11,21,20.02762638344435,184.0001841133592,234.26156385216223,10.6092818939834
Semeru,2,-8.10805,112.92,3676,900.0,10.4,0.0,22.0,133.0,2,1,52.20991944600394,1196.298688790807,83.45840408234562,29.081475363482312
Semeru,2,-8.10805,112.92,3676,800.0,6.2,45.0,21.0,124.0,1,0,12.213570232467887,122.69730141443742,36.32500204787863,6.361111987758738
Semeru,2,-8.10805,112.92,3676,500.0,1.6,22.5,22.0,156.0,1,20,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,600.0,8.7,135.0,22.0,92.0,12,9,12.213570232467887,214.72027747526548,24.069583288579565,7.075238294664693
Semeru,2,-8.10805,112.92,3676,700.0,4.4,45.0,22.0,140.0,1,3,12.213570232467887,184.0459521216561,40.36946032478952,6.975922779385602
Merapi,3,-7.54194,110.44194,2968,3000.0,1.7999999999999998,135.0,38.0,165.0,3,17,39.225233581377935,337.85680562060963,278.4283661054898,21.97425803630388
Semeru,2,-8.10805,112.92,3676,300.0,9.0,0.0,22.0,122.0,3,0,17.492757114355847,398.6919704461511,249.59408980032345,10.044803721263772
Semeru,2,-8.10805,112.92,3676,400.0,1.7999999999999998,225.0,22.0,78.0,12,17,7.671131386339246,122.68970844918528,290.94180385890155,4.684825971586666
Semeru,2,-8.10805,112.92,3676,600.0,2.3,180.0,22.0,119.0,2,22,12.601602777969266,153.33348676113263,149.87374414547003,6.416441517098311
Semeru,2,-8.10805,112.92,3676,600.0,3.7,202.5,22.0,134.0,1,13,12.213570232467887,153.37162676804678,335.7119051397495,7.269422101706802
Semeru,2,-8.10805,112.92,3676,1000.0,1.5,45.0,22.0,135.0,12,23,15.494548664356016,214.7202774753265,305.4493137690894,8.383492448858693
Semeru,2,-8.10805,112.92,3676,500.0,7.4,157.5,22.0,135.0,12,21,17.358510364564754,184.0573065297829,337.2196970650872,8.950936812183128
Semeru,2,-8.10805,112.92,3676,500.0,0.3999999999999999,0.0,22.0,115.0,2,19,15.800788837819136,214.6668814655857,142.5776149134907,8.616325131581716
Semeru,2,-8.10805,112.92,3676,800.0,11.7,45.0,13.0,121.0,1,9,12.237024358838871,122.68970844918528,87.95265318864219,6.408353004978625
Merapi,2,-7.54194,110.44194,2968,1500.0,3.2,135.0,70.0,160.0,3,22,22.99875886861905,184.2855303385668,288.1082800402276,11.77065860376459
Semeru,2,-8.10805,112.92,3676,500.0,7.6,45.0,22.0,116.0,2,16,22.01769522279153,184.0116786674544,105.9544365598642,12.126675330404543
Semeru,2,-8.10805,112.92,3676,400.0,4.2,225.0,22.0,110.0,2,17,12.601602777969266,184.0001841133592,155.49421485362862,7.236421726150728
Merapi,2,-7.54194,110.44194,2968,18170.0,9.8,315.0,75.0,103.0,4,2,35.164678237822216,307.16020059055023,295.53378287748507,17.78896153033987
Semeru,2,-8.10805,112.92,3676,700.0,3.6,225.0,22.0,140.0,1,11,12.213570232467887,153.37162676804678,24.28809486025051,7.269422101706802
Semeru,2,-8.10805,112.92,3676,900.0,1.7999999999999998,202.5,22.0,124.0,12,21,0.2168301069567775,766.7630757847135,180.0,0.2168301069567793
Semeru,2,-8.10805,112.92,3676,500.0,1.0999999999999996,45.0,22.0,134.0,1,23,7.671131386339246,214.69366121971063,0.0,5.385062554235759
Semeru,2,-8.10805,112.92,3676,900.0,9.0,90.0,22.0,164.0,12,20,17.358510364564754,153.3810887748191,329.65272076785635,8.560591663119942
Semeru,2,-8.10805,112.92,3676,1000.0,2.3,180.0,22.0,122.0,1,22,19.805019780305493,184.0573065297829,37.93689921619029,10.12400273261589
Semeru,2,-8.10805,112.92,3676,900.0,1.2000000000000002,225.0,22.0,133.0,2,16,17.492757114354365,214.6802917786968,115.15941307000016,10.164629764428312
Semeru,2,-8.10805,112.92,3676,1200.0,5.6,22.5,22.0,125.0,3,9,12.237024358840278,122.68970844922018,272.0473468113568,6.408353004978977
Semeru,2,-8.10805,112.92,3676,800.0,1.2000000000000002,225.0,22.0,136.0,4,13,5.34291622527104,306.7242711229807,90.0,2.7798731661139087
Merapi,2,-7.54194,110.44194,2968,13370.0,2.1,270.0,65.0,160.0,11,23,109.5546145492042,3344.8915565482384,232.33293956141264,60.920059171254366
Semeru,2,-8.10805,112.92,3676,1000.0,8.0,225.0,22.0,190.0,4,2,22.69991210349251,1042.927062022755,65.56581378491518,12.68932178718586
Semeru,2,-8.10805,112.92,3676,700.0,4.8,247.5,22.0,134.0,3,23,19.78881681526105,306.7432535360936,290.23789136231943,11.114036958981666
